txn_id,txn_date,description,amount,dr_cr,balance,normalized_description,transaction_type,type_matched,type_score,type_rule,merchant_name,category
T000467,19/08/24,IMPS/DR/91745321/PHONEPE QR,1497.04,DR,-960029.63,IMPS DR 91745321 PHONEPE QR,UPI,PHONEPE,1,regex,PHONEPE QR,digital payments
T000482,20/08/24,UPI/DR/10553491/PAID TO SUNITA D/SBIBANK,731.76,DR,-964403.96,UPI DR 10553491 PAID TO SUNITA D SBIBANK,UPI,UPI,1,regex,SUNITA D SBIBANK,digital payments
T000531,18/08/24,UPI/DR/88381281/PAID TO SUNITA D/AXISBANK,3577.48,DR,-965155.82,UPI DR 88381281 PAID TO SUNITA D AXISBANK,UPI,UPI,1,regex,SUNITA D AXISBANK,digital payments
T000539,17/08/24,UPI/DR/78973779/PAID TO AKASH/KOTAKBANK,2712.71,DR,-988510.59,UPI DR 78973779 PAID TO AKASH KOTAKBANK,UPI,UPI,1,regex,AKASH KOTAKBANK,digital payments
T000593,22/08/24,IMPS/DR/79490249/PHONEPE QR,1693.82,DR,-1081775.17,IMPS DR 79490249 PHONEPE QR,UPI,PHONEPE,1,regex,PHONEPE QR,digital payments
T000600,19/08/24,UPI/DR/63543563/PAID TO AKASH/AXISBANK,1637.98,DR,-1119657.16,UPI DR 63543563 PAID TO AKASH AXISBANK,UPI,UPI,1,regex,AKASH AXISBANK,digital payments
T000610,19/08/24,UPI/DR/23404289/PAID TO AMIT SHAH/AXISBANK,1060.71,DR,-1078428.04,UPI DR 23404289 PAID TO AMIT SHAH AXISBANK,UPI,UPI,1,regex,AMIT SHAH AXISBANK,digital payments
T000617,22/08/24,UPI/DR/94786974/PAID TO SUNITA D/AXISBANK,3193.24,DR,-1120451.77,UPI DR 94786974 PAID TO SUNITA D AXISBANK,UPI,UPI,1,regex,SUNITA D AXISBANK,digital payments
T000624,20/08/24,IMPS/DR/27619715/PAYTM MERCHNT QR,201.95,DR,-1159257.82,IMPS DR 27619715 PAYTM MERCHNT QR,UPI,PAYTM,1,regex,PAYTM MERCHNT QR,digital payments
T000665,19/08/24,IMPS/DR/79472352/PAYTM MERCHNT QR,970.97,DR,-1111806.52,IMPS DR 79472352 PAYTM MERCHNT QR,UPI,PAYTM,1,regex,PAYTM MERCHNT QR,digital payments
T000667,22/08/24,UPI/DR/71789789/PAID TO AKASH/SBIBANK,1898.71,DR,-1118222.37,UPI DR 71789789 PAID TO AKASH SBIBANK,UPI,UPI,1,regex,AKASH SBIBANK,digital payments
T000679,20/08/24,IMPS/DR/69352435/PAYTM MERCHNT QR,2780.22,DR,-1061931.06,IMPS DR 69352435 PAYTM MERCHNT QR,UPI,PAYTM,1,regex,PAYTM MERCHNT QR,digital payments
T000717,22/08/24,UPI/DR/59468550/PAID TO AMIT SHAH/KOTAKBANK,418.14,DR,-949615.83,UPI DR 59468550 PAID TO AMIT SHAH KOTAKBANK,UPI,UPI,1,regex,AMIT SHAH KOTAKBANK,digital payments
T000758,19/08/24,UPI/DR/83670115/PAID TO SUNITA D/OKHDFCBANK,4320.11,DR,-815818.35,UPI DR 83670115 PAID TO SUNITA D OKHDFCBANK,UPI,UPI,1,regex,SUNITA D OKHDFCBANK,digital payments
T000775,23/08/24,UPI/DR/34267798/PAID TO SUNITA D/OKHDFCBANK,4839.99,DR,-941341.5,UPI DR 34267798 PAID TO SUNITA D OKHDFCBANK,UPI,UPI,1,regex,SUNITA D OKHDFCBANK,digital payments
T000777,22/08/24,IMPS/DR/56315279/PHONEPE QR,252.32,DR,-945229.3,IMPS DR 56315279 PHONEPE QR,UPI,PHONEPE,1,regex,PHONEPE QR,digital payments
T000789,20/08/24,UPI/DR/19314506/PAID TO AMIT SHAH/ICICIBANK,3262.87,DR,-1030907.65,UPI DR 19314506 PAID TO AMIT SHAH ICICIBANK,UPI,UPI,1,regex,AMIT SHAH ICICIBANK,digital payments
T000812,23/08/24,UPI/DR/25771632/PAID TO SUNITA D/KOTAKBANK,2586.95,DR,-1181243.91,UPI DR 25771632 PAID TO SUNITA D KOTAKBANK,UPI,UPI,1,regex,SUNITA D KOTAKBANK,digital payments
T000820,21/08/24,UPI/DR/91796786/PAID TO AMIT SHAH/SBIBANK,768.38,DR,-1157755.39,UPI DR 91796786 PAID TO AMIT SHAH SBIBANK,UPI,UPI,1,regex,AMIT SHAH SBIBANK,digital payments
T000861,23/08/24,UPI/DR/72024691/PAID TO AKASH/AXISBANK,1518.37,DR,-1181040.46,UPI DR 72024691 PAID TO AKASH AXISBANK,UPI,UPI,1,regex,AKASH AXISBANK,digital payments
T000869,22/08/24,UPI/DR/94292753/PAID TO AKASH/KOTAKBANK,1680.77,DR,-1212754.32,UPI DR 94292753 PAID TO AKASH KOTAKBANK,UPI,UPI,1,regex,AKASH KOTAKBANK,digital payments
T000880,22/08/24,IMPS/DR/36846824/PAYTM MERCHNT QR,363.26,DR,-1234627.29,IMPS DR 36846824 PAYTM MERCHNT QR,UPI,PAYTM,1,regex,PAYTM MERCHNT QR,digital payments
T000887,22/08/24,UPI/DR/54038904/PAID TO AMIT SHAH/SBIBANK,2339.03,DR,-1276289.62,UPI DR 54038904 PAID TO AMIT SHAH SBIBANK,UPI,UPI,1,regex,AMIT SHAH SBIBANK,digital payments
T000896,25/08/24,IMPS/DR/53883276/PHONEPE QR,2304.5,DR,-1289626.86,IMPS DR 53883276 PHONEPE QR,UPI,PHONEPE,1,regex,PHONEPE QR,digital payments
T000906,23/08/24,UPI/DR/18791292/PAID TO SUNITA D/ICICIBANK,196.59,DR,-1351699.39,UPI DR 18791292 PAID TO SUNITA D ICICIBANK,UPI,UPI,1,regex,SUNITA D ICICIBANK,digital payments
T000917,24/08/24,UPI/DR/72073912/PAID TO AKASH/SBIBANK,4236.2,DR,-1270939.57,UPI DR 72073912 PAID TO AKASH SBIBANK,UPI,UPI,1,regex,AKASH SBIBANK,digital payments
T000934,22/08/24,IMPS/DR/83514771/PAYTM MERCHNT QR,2309.73,DR,-1351201.1,IMPS DR 83514771 PAYTM MERCHNT QR,UPI,PAYTM,1,regex,PAYTM MERCHNT QR,digital payments
T000951,23/08/24,UPI/DR/25682275/PAID TO AKASH/AXISBANK,4371.23,DR,-1350405.45,UPI DR 25682275 PAID TO AKASH AXISBANK,UPI,UPI,1,regex,AKASH AXISBANK,digital payments
T000006,15/08/24,POS 7201 SWIPE AT APPLE STORE,50861.59,DR,41732.78,POS 7201 SWIPE AT APPLE STORE,CARD,POS,1,regex,APPLE STORE,electronics
T000106,15/08/24,POS SALE AT APPLE STORE,15228.72,DR,65083.23,POS SALE AT APPLE STORE,CARD,POS,1,regex,APPLE STORE,electronics
T000110,16/08/24,POS 2713 SWIPE AT CROMA ELECTRONICS,6292.35,DR,15860.86,POS 2713 SWIPE AT CROMA ELECTRONICS,CARD,POS,1,regex,CROMA ELECTRONICS,electronics
T000157,16/08/24,POS PURCHASE CROMA ELECTRONICS,10043.6,DR,-70611.49,POS PURCHASE CROMA ELECTRONICS,CARD,POS,1,regex,CROMA ELECTRONICS,electronics
T000165,18/08/24,POS PURCHASE CROMA ELECTRONICS,11697.17,DR,-108165.15,POS PURCHASE CROMA ELECTRONICS,CARD,POS,1,regex,CROMA ELECTRONICS,electronics
T000214,16/08/24,POS 2680 SWIPE AT CROMA ELECTRONICS,9981.6,DR,-126592.79,POS 2680 SWIPE AT CROMA ELECTRONICS,CARD,POS,1,regex,CROMA ELECTRONICS,electronics
T000229,16/08/24,POS 3697 SWIPE AT CROMA ELECTRONICS,14034.12,DR,-96390.61,POS 3697 SWIPE AT CROMA ELECTRONICS,CARD,POS,1,regex,CROMA ELECTRONICS,electronics
T000235,17/08/24,POS PURCHASE CROMA ELECTRONICS,11066.16,DR,-157051.16,POS PURCHASE CROMA ELECTRONICS,CARD,POS,1,regex,CROMA ELECTRONICS,electronics
T000254,17/08/24,POS SALE AT CROMA ELECTRONICS,8284.84,DR,-243152,POS SALE AT CROMA ELECTRONICS,CARD,POS,1,regex,CROMA ELECTRONICS,electronics
T000329,18/08/24,POS PURCHASE CROMA ELECTRONICS,2829.03,DR,-392524.32,POS PURCHASE CROMA ELECTRONICS,CARD,POS,1,regex,CROMA ELECTRONICS,electronics
T000331,15/08/24,POS SALE AT APPLE STORE,59895.16,DR,-454116.32,POS SALE AT APPLE STORE,CARD,POS,1,regex,APPLE STORE,electronics
T000365,19/08/24,POS PURCHASE APPLE STORE,46799.24,DR,-534767.75,POS PURCHASE APPLE STORE,CARD,POS,1,regex,APPLE STORE,electronics
T000380,16/08/24,POS PURCHASE APPLE STORE,59577.19,DR,-688185.15,POS PURCHASE APPLE STORE,CARD,POS,1,regex,APPLE STORE,electronics
T000396,16/08/24,POS SALE AT APPLE STORE,25933.25,DR,-763087.33,POS SALE AT APPLE STORE,CARD,POS,1,regex,APPLE STORE,electronics
T000414,18/08/24,POS 9614 SWIPE AT APPLE STORE,74311.24,DR,-948725.45,POS 9614 SWIPE AT APPLE STORE,CARD,POS,1,regex,APPLE STORE,electronics
T000454,19/08/24,POS 7102 SWIPE AT CROMA ELECTRONICS,12297.31,DR,-898168.69,POS 7102 SWIPE AT CROMA ELECTRONICS,CARD,POS,1,regex,CROMA ELECTRONICS,electronics
T000472,18/08/24,POS SALE AT APPLE STORE,16344.2,DR,-999201.27,POS SALE AT APPLE STORE,CARD,POS,1,regex,APPLE STORE,electronics
T000504,17/08/24,POS 7305 SWIPE AT APPLE STORE,49839.41,DR,-1129440.06,POS 7305 SWIPE AT APPLE STORE,CARD,POS,1,regex,APPLE STORE,electronics
T000510,21/08/24,POS PURCHASE CROMA ELECTRONICS,8490.23,DR,-1085914.17,POS PURCHASE CROMA ELECTRONICS,CARD,POS,1,regex,CROMA ELECTRONICS,electronics
T000543,17/08/24,POS PURCHASE CROMA ELECTRONICS,449.99,DR,-1008131.86,POS PURCHASE CROMA ELECTRONICS,CARD,POS,1,regex,CROMA ELECTRONICS,electronics
T000556,17/08/24,POS PURCHASE APPLE STORE,51960.85,DR,-1086176.56,POS PURCHASE APPLE STORE,CARD,POS,1,regex,APPLE STORE,electronics
T000608,21/08/24,POS PURCHASE CROMA ELECTRONICS,5615.68,DR,-1074467.42,POS PURCHASE CROMA ELECTRONICS,CARD,POS,1,regex,CROMA ELECTRONICS,electronics
T000634,18/08/24,POS 9060 SWIPE AT CROMA ELECTRONICS,487.05,DR,-1189540.64,POS 9060 SWIPE AT CROMA ELECTRONICS,CARD,POS,1,regex,CROMA ELECTRONICS,electronics
T000663,22/08/24,POS SALE AT CROMA ELECTRONICS,9204.52,DR,-1110734.59,POS SALE AT CROMA ELECTRONICS,CARD,POS,1,regex,CROMA ELECTRONICS,electronics
T000759,22/08/24,POS SALE AT CROMA ELECTRONICS,10734.25,DR,-826552.6,POS SALE AT CROMA ELECTRONICS,CARD,POS,1,regex,CROMA ELECTRONICS,electronics
T000787,20/08/24,POS SALE AT CROMA ELECTRONICS,4008.58,DR,-992745.82,POS SALE AT CROMA ELECTRONICS,CARD,POS,1,regex,CROMA ELECTRONICS,electronics
T000848,22/08/24,POS 4022 SWIPE AT APPLE STORE,53260.96,DR,-1196507.23,POS 4022 SWIPE AT APPLE STORE,CARD,POS,1,regex,APPLE STORE,electronics
T000871,21/08/24,POS PURCHASE CROMA ELECTRONICS,13829.43,DR,-1230703.86,POS PURCHASE CROMA ELECTRONICS,CARD,POS,1,regex,CROMA ELECTRONICS,electronics
T000080,16/08/24,ACH DR EMI-BAJAJ FINSERV ECS,9863.06,DR,113652.81,ACH DR EMI BAJAJ FINSERV ECS,ACH-DR,ACH DR,1,regex,BAJAJ FINSERV,emi
T000098,16/08/24,ACH DR LOAN EMI-HDFC BANK,5605.93,DR,54470.2,ACH DR LOAN EMI HDFC BANK,ACH-DR,ACH DR,1,regex,LOAN EMI HDFC,emi
T000168,15/08/24,ACH DR LOAN EMI-HDFC BANK,24657.8,DR,-135357.25,ACH DR LOAN EMI HDFC BANK,ACH-DR,ACH DR,1,regex,LOAN EMI HDFC,emi
T000192,17/08/24,ACH DR LOAN EMI-ICICI BANK,16433.1,DR,-273228.2,ACH DR LOAN EMI ICICI BANK,ACH-DR,ACH DR,1,regex,LOAN EMI ICICI,emi
T000262,19/08/24,ACH DR LOAN EMI-HDFC BANK,4968.14,DR,-284861.89,ACH DR LOAN EMI HDFC BANK,ACH-DR,ACH DR,1,regex,LOAN EMI HDFC,emi
T000338,16/08/24,ACH DR LOAN EMI-HDFC BANK,9499.51,DR,-515289.48,ACH DR LOAN EMI HDFC BANK,ACH-DR,ACH DR,1,regex,LOAN EMI HDFC,emi
T000401,19/08/24,ACH DR LOAN EMI-SBI,23372.92,DR,-829159.05,ACH DR LOAN EMI SBI,ACH-DR,ACH DR,1,regex,LOAN EMI SBI,emi
T000437,20/08/24,ACH DR LOAN EMI-SBI,4091.98,DR,-1050459.65,ACH DR LOAN EMI SBI,ACH-DR,ACH DR,1,regex,LOAN EMI SBI,emi
T000471,20/08/24,ACH DR LOAN EMI-ICICI BANK,17042.9,DR,-982857.07,ACH DR LOAN EMI ICICI BANK,ACH-DR,ACH DR,1,regex,LOAN EMI ICICI,emi
T000492,20/08/24,ACH DR EMI-BAJAJ FINSERV ECS,7569.27,DR,-1059472.5,ACH DR EMI BAJAJ FINSERV ECS,ACH-DR,ACH DR,1,regex,EMI BAJAJ FINSERV,emi
T000500,18/08/24,ACH DR LOAN EMI-BAJAJ FINSERV,18058.21,DR,-1105856.37,ACH DR LOAN EMI BAJAJ FINSERV,ACH-DR,ACH DR,1,regex,LOAN EMI BAJAJ,emi
T000525,20/08/24,ACH DR LOAN EMI-ICICI BANK,3710.74,DR,-980251.26,ACH DR LOAN EMI ICICI BANK,ACH-DR,ACH DR,1,regex,LOAN EMI ICICI,emi
T000612,18/08/24,ACH DR LOAN EMI-BAJAJ FINSERV,4049.6,DR,-1087455.54,ACH DR LOAN EMI BAJAJ FINSERV,ACH-DR,ACH DR,1,regex,LOAN EMI BAJAJ,emi
T000711,20/08/24,ACH DR LOAN EMI-AXIS BANK,6975.31,DR,-937103.37,ACH DR LOAN EMI AXIS BANK,ACH-DR,ACH DR,1,regex,LOAN EMI AXIS,emi
T000757,20/08/24,ACH DR EMI-BAJAJ FINSERV ECS,11892.34,DR,-811498.24,ACH DR EMI BAJAJ FINSERV ECS,ACH-DR,ACH DR,1,regex,EMI BAJAJ FINSERV,emi
T000780,22/08/24,ACH DR LOAN EMI-AXIS BANK,17345.45,DR,-974862.52,ACH DR LOAN EMI AXIS BANK,ACH-DR,ACH DR,1,regex,LOAN EMI AXIS,emi
T000782,20/08/24,ACH DR LOAN EMI-ICICI BANK,3232.72,DR,-980454.67,ACH DR LOAN EMI ICICI BANK,ACH-DR,ACH DR,1,regex,LOAN EMI ICICI,emi
T000924,21/08/24,ACH DR LOAN EMI-AXIS BANK,8237.69,DR,-1312236.28,ACH DR LOAN EMI AXIS BANK,ACH-DR,ACH DR,1,regex,LOAN EMI AXIS,emi
T000959,23/08/24,ACH DR LOAN EMI-BAJAJ FINSERV,5333.54,DR,-1378213.99,ACH DR LOAN EMI BAJAJ FINSERV,ACH-DR,ACH DR,1,regex,LOAN EMI BAJAJ,emi
T000972,21/08/24,ACH DR LOAN EMI-BAJAJ FINSERV,14075.78,DR,-1426672.4,ACH DR LOAN EMI BAJAJ FINSERV,ACH-DR,ACH DR,1,regex,LOAN EMI BAJAJ,emi
T000984,25/08/24,ACH DR EMI-BAJAJ FINSERV ECS,15680.87,DR,-1358562.45,ACH DR EMI BAJAJ FINSERV ECS,ACH-DR,ACH DR,1,regex,EMI BAJAJ FINSERV,emi
T000986,25/08/24,ACH DR LOAN EMI-ICICI BANK,12638.44,DR,-1368721.89,ACH DR LOAN EMI ICICI BANK,ACH-DR,ACH DR,1,regex,LOAN EMI ICICI,emi
T000003,15/08/24,UPI/DR/36687537/SWIGGY*RIDE5557,4066.21,DR,92356.67,UPI DR 36687537 SWIGGY RIDE5557,UPI,UPI,1,regex,SWIGGY,Food
T000007,15/08/24,UPI/DR/19335534/SWIGGY/5741,4927.59,DR,36805.19,UPI DR 19335534 SWIGGY 5741,UPI,UPI,1,regex,SWIGGY,Food
T000011,15/08/24,POS PURCHASE STARBUCKS BKC,2314.5,DR,144202.51,POS PURCHASE STARBUCKS BKC,CARD,POS,1,regex,STARBUCKS BKC,Food
T000018,15/08/24,UPI/DR/95758349/SWIGGY/3504,1932.18,DR,95991.37,UPI DR 95758349 SWIGGY 3504,UPI,UPI,1,regex,SWIGGY,Food
T000064,17/08/24,POS 1090 SWIPE AT DOMINOS PUNE,3438.85,DR,223014.87,POS 1090 SWIPE AT DOMINOS PUNE,CARD,POS,1,regex,DOMINOS PUNE,Food
T000065,17/08/24,UPI/DR/43446826/SWIGGY*RIDE9702,4940.67,DR,218074.2,UPI DR 43446826 SWIGGY RIDE9702,UPI,UPI,1,regex,SWIGGY,Food
T000076,15/08/24,POS PURCHASE DOMINOS PUNE,3933.62,DR,129629.53,POS PURCHASE DOMINOS PUNE,CARD,POS,1,regex,DOMINOS PUNE,Food
T000077,15/08/24,UPI/DR/82399599/SWIGGY*CABS2124,3928.04,DR,125701.49,UPI DR 82399599 SWIGGY CABS2124,UPI,UPI,1,regex,SWIGGY,Food
T000086,16/08/24,POS PURCHASE STARBUCKS BKC,3809.18,DR,95475.62,POS PURCHASE STARBUCKS BKC,CARD,POS,1,regex,STARBUCKS BKC,Food
T000095,15/08/24,UPI/DR/81690398/ZOMATO*ORDER5786,3517.35,DR,67994.25,UPI DR 81690398 ZOMATO ORDER5786,UPI,UPI,1,regex,ZOMATO,Food
T000103,17/08/24,UPI/DR/70939053/SWIGGY/5334,3960.36,DR,85809.02,UPI DR 70939053 SWIGGY 5334,UPI,UPI,1,regex,SWIGGY,Food
T000117,15/08/24,UPI/DR/83989546/SWIGGY*CABS9327,3756.83,DR,-12474.37,UPI DR 83989546 SWIGGY CABS9327,UPI,UPI,1,regex,SWIGGY,Food
T000135,17/08/24,UPI/DR/43638559/ZOMATO/1645,1613.77,DR,-110007.85,UPI DR 43638559 ZOMATO 1645,UPI,UPI,1,regex,ZOMATO,Food
T000140,15/08/24,POS SALE AT MCDONALDS MUMBAI,1803.52,DR,-112401.71,POS SALE AT MCDONALDS MUMBAI,CARD,POS,1,regex,MCDONALDS MUMBAI,Food
T000141,17/08/24,UPI/DR/85350823/SWIGGY/2035,3213.48,DR,-115615.19,UPI DR 85350823 SWIGGY 2035,UPI,UPI,1,regex,SWIGGY,Food
T000146,15/08/24,POS 6876 SWIPE AT KFC BANGALORE,4283.05,DR,-72302,POS 6876 SWIPE AT KFC BANGALORE,CARD,POS,1,regex,KFC BANGALORE,Food
T000148,15/08/24,UPI/DR/84384510/SWIGGY/4817,1709.94,DR,-78957.16,UPI DR 84384510 SWIGGY 4817,UPI,UPI,1,regex,SWIGGY,Food
T000160,17/08/24,UPI/DR/48604965/ZOMATO*CABS9313,1142.42,DR,-78003.76,UPI DR 48604965 ZOMATO CABS9313,UPI,UPI,1,regex,ZOMATO,Food
T000169,15/08/24,UPI/CR/38351344/REFUND/ZOMATO,1647.33,CR,-133709.92,UPI CR 38351344 REFUND ZOMATO,UPI,UPI,1,regex,ZOMATO,Food
T000174,16/08/24,POS 9584 SWIPE AT KFC BANGALORE,13083.76,DR,-176815.74,POS 9584 SWIPE AT KFC BANGALORE,CARD,POS,1,regex,KFC BANGALORE,Food
T000186,16/08/24,UPI/DR/98122539/ZOMATO*CABS3317,4592.06,DR,-221235.01,UPI DR 98122539 ZOMATO CABS3317,UPI,UPI,1,regex,ZOMATO,Food
T000193,18/08/24,POS 8684 SWIPE AT MCDONALDS MUMBAI,10238.94,DR,-283467.14,POS 8684 SWIPE AT MCDONALDS MUMBAI,CARD,POS,1,regex,MCDONALDS MUMBAI,Food
T000208,17/08/24,POS SALE AT STARBUCKS BKC,14716.12,DR,-180022.34,POS SALE AT STARBUCKS BKC,CARD,POS,1,regex,STARBUCKS BKC,Food
T000213,18/08/24,POS 5369 SWIPE AT DOMINOS PUNE,1368.12,DR,-116611.19,POS 5369 SWIPE AT DOMINOS PUNE,CARD,POS,1,regex,DOMINOS PUNE,Food
T000219,16/08/24,POS SALE AT MCDONALDS MUMBAI,6090.9,DR,-148162.73,POS SALE AT MCDONALDS MUMBAI,CARD,POS,1,regex,MCDONALDS MUMBAI,Food
T000234,18/08/24,UPI/DR/64504816/ZOMATO*CABS1981,874.59,DR,-145985,UPI DR 64504816 ZOMATO CABS1981,UPI,UPI,1,regex,ZOMATO,Food
T000236,15/08/24,UPI/DR/59733063/ZOMATO/6228,1284.52,DR,-158335.68,UPI DR 59733063 ZOMATO 6228,UPI,UPI,1,regex,ZOMATO,Food
T000240,17/08/24,POS SALE AT MCDONALDS MUMBAI,920.14,DR,-178532.07,POS SALE AT MCDONALDS MUMBAI,CARD,POS,1,regex,MCDONALDS MUMBAI,Food
T000247,17/08/24,POS 6218 SWIPE AT KFC BANGALORE,14861.11,DR,-202546.79,POS 6218 SWIPE AT KFC BANGALORE,CARD,POS,1,regex,KFC BANGALORE,Food
T000267,17/08/24,UPI/DR/71594457/SWIGGY/1230,3709.43,DR,-306163.33,UPI DR 71594457 SWIGGY 1230,UPI,UPI,1,regex,SWIGGY,Food
T000270,19/08/24,UPI/CR/41611127/REFUND/ZOMATO,1516.71,CR,-327439.54,UPI CR 41611127 REFUND ZOMATO,UPI,UPI,1,regex,ZOMATO,Food
T000284,16/08/24,POS PURCHASE MCDONALDS MUMBAI,2495.8,DR,-245344.95,POS PURCHASE MCDONALDS MUMBAI,CARD,POS,1,regex,MCDONALDS MUMBAI,Food
T000301,19/08/24,UPI/DR/45000508/SWIGGY*ORDER6404,1227.09,DR,-353249.37,UPI DR 45000508 SWIGGY ORDER6404,UPI,UPI,1,regex,SWIGGY,Food
T000320,15/08/24,POS SALE AT KFC BANGALORE,4886.84,DR,-366713.47,POS SALE AT KFC BANGALORE,CARD,POS,1,regex,KFC BANGALORE,Food
T000321,15/08/24,UPI/CR/51374957/REFUND/ZOMATO,520.13,CR,-366193.34,UPI CR 51374957 REFUND ZOMATO,UPI,UPI,1,regex,ZOMATO,Food
T000323,15/08/24,UPI/DR/90268079/ZOMATO*RIDE7779,2000.22,DR,-368782.24,UPI DR 90268079 ZOMATO RIDE7779,UPI,UPI,1,regex,ZOMATO,Food
T000340,18/08/24,POS PURCHASE STARBUCKS BKC,4919.86,DR,-519833.43,POS PURCHASE STARBUCKS BKC,CARD,POS,1,regex,STARBUCKS BKC,Food
T000343,19/08/24,UPI/DR/95963619/ZOMATO*CABS4232,2302.92,DR,-522706.87,UPI DR 95963619 ZOMATO CABS4232,UPI,UPI,1,regex,ZOMATO,Food
T000353,16/08/24,UPI/DR/40177972/SWIGGY*RIDE9115,2793.66,DR,-450504.48,UPI DR 40177972 SWIGGY RIDE9115,UPI,UPI,1,regex,SWIGGY,Food
T000371,19/08/24,POS 6629 SWIPE AT DOMINOS PUNE,10471.66,DR,-583645.98,POS 6629 SWIPE AT DOMINOS PUNE,CARD,POS,1,regex,DOMINOS PUNE,Food
T000378,16/08/24,UPI/DR/62579931/ZOMATO/4921,2524.95,DR,-613802.1,UPI DR 62579931 ZOMATO 4921,UPI,UPI,1,regex,ZOMATO,Food
T000382,16/08/24,POS PURCHASE DOMINOS PUNE,10586.8,DR,-691979.74,POS PURCHASE DOMINOS PUNE,CARD,POS,1,regex,DOMINOS PUNE,Food
T000394,18/08/24,UPI/DR/79226031/ZOMATO*RIDE5625,3890.28,DR,-733430.16,UPI DR 79226031 ZOMATO RIDE5625,UPI,UPI,1,regex,ZOMATO,Food
T000395,17/08/24,UPI/DR/71303434/SWIGGY*RIDE5979,3723.92,DR,-737154.08,UPI DR 71303434 SWIGGY RIDE5979,UPI,UPI,1,regex,SWIGGY,Food
T000418,17/08/24,POS SALE AT KFC BANGALORE,5451.11,DR,-967066.99,POS SALE AT KFC BANGALORE,CARD,POS,1,regex,KFC BANGALORE,Food
T000419,20/08/24,UPI/DR/52681823/ZOMATO/6761,4743.04,DR,-971810.03,UPI DR 52681823 ZOMATO 6761,UPI,UPI,1,regex,ZOMATO,Food
T000432,19/08/24,POS PURCHASE KFC BANGALORE,5398.22,DR,-1037736.26,POS PURCHASE KFC BANGALORE,CARD,POS,1,regex,KFC BANGALORE,Food
T000459,20/08/24,UPI/DR/16785951/SWIGGY/5488,1904.92,DR,-940405.56,UPI DR 16785951 SWIGGY 5488,UPI,UPI,1,regex,SWIGGY,Food
T000460,20/08/24,POS 1500 SWIPE AT MCDONALDS MUMBAI,7434.04,DR,-947839.6,POS 1500 SWIPE AT MCDONALDS MUMBAI,CARD,POS,1,regex,MCDONALDS MUMBAI,Food
T000470,17/08/24,POS PURCHASE KFC BANGALORE,5946.47,DR,-965814.17,POS PURCHASE KFC BANGALORE,CARD,POS,1,regex,KFC BANGALORE,Food
T000488,17/08/24,UPI/DR/12649695/ZOMATO/7828,2277.14,DR,-1038381.97,UPI DR 12649695 ZOMATO 7828,UPI,UPI,1,regex,ZOMATO,Food
T000506,18/08/24,UPI/DR/47333618/SWIGGY/7203,2076.06,DR,-1132253.81,UPI DR 47333618 SWIGGY 7203,UPI,UPI,1,regex,SWIGGY,Food
T000511,18/08/24,POS SALE AT STARBUCKS BKC,1887.55,DR,-1087801.72,POS SALE AT STARBUCKS BKC,CARD,POS,1,regex,STARBUCKS BKC,Food
T000527,19/08/24,POS PURCHASE KFC BANGALORE,6365.18,DR,-952496.07,POS PURCHASE KFC BANGALORE,CARD,POS,1,regex,KFC BANGALORE,Food
T000534,18/08/24,POS 7609 SWIPE AT MCDONALDS MUMBAI,3473.73,DR,-974076.67,POS 7609 SWIPE AT MCDONALDS MUMBAI,CARD,POS,1,regex,MCDONALDS MUMBAI,Food
T000558,19/08/24,UPI/DR/12500515/ZOMATO/7637,3869.08,DR,-1092262.03,UPI DR 12500515 ZOMATO 7637,UPI,UPI,1,regex,ZOMATO,Food
T000562,21/08/24,UPI/DR/79006257/SWIGGY*ORDER3395,3706.01,DR,-946066.71,UPI DR 79006257 SWIGGY ORDER3395,UPI,UPI,1,regex,SWIGGY,Food
T000586,19/08/24,UPI/DR/98487446/SWIGGY/8317,3937.24,DR,-1074616.02,UPI DR 98487446 SWIGGY 8317,UPI,UPI,1,regex,SWIGGY,Food
T000595,20/08/24,UPI/DR/33492771/ZOMATO/2185,2565.53,DR,-1091271.13,UPI DR 33492771 ZOMATO 2185,UPI,UPI,1,regex,ZOMATO,Food
T000597,18/08/24,POS PURCHASE STARBUCKS BKC,13468.55,DR,-1104030.2,POS PURCHASE STARBUCKS BKC,CARD,POS,1,regex,STARBUCKS BKC,Food
T000601,20/08/24,UPI/DR/35523849/SWIGGY/4847,3703.6,DR,-1123360.76,UPI DR 35523849 SWIGGY 4847,UPI,UPI,1,regex,SWIGGY,Food
T000607,20/08/24,UPI/DR/38286706/ZOMATO/6331,1871.85,DR,-1068851.74,UPI DR 38286706 ZOMATO 6331,UPI,UPI,1,regex,ZOMATO,Food
T000616,21/08/24,POS SALE AT STARBUCKS BKC,13366.56,DR,-1117258.53,POS SALE AT STARBUCKS BKC,CARD,POS,1,regex,STARBUCKS BKC,Food
T000620,18/08/24,UPI/DR/13100576/SWIGGY/5122,4708.14,DR,-1131147.52,UPI DR 13100576 SWIGGY 5122,UPI,UPI,1,regex,SWIGGY,Food
T000635,19/08/24,UPI/DR/23726915/SWIGGY*CABS8183,3662.82,DR,-1193203.46,UPI DR 23726915 SWIGGY CABS8183,UPI,UPI,1,regex,SWIGGY,Food
T000636,21/08/24,UPI/CR/76247126/REFUND/SWIGGY,1564.77,CR,-1191638.69,UPI CR 76247126 REFUND SWIGGY,UPI,UPI,1,regex,SWIGGY,Food
